timestamp,aircraft_id,latitude,longitude,altitude,speed,heading
2026-09-23 10:09:40,A123,13.536943523175221,78.2198838340788,31606,463,315
2026-09-23 10:09:50,A123,13.54917933883243,78.22799676927364,31619,462,315
2026-09-23 10:10:00,A123,13.56015169041063,78.2421905261442,31609,464,315
2026-09-23 10:10:10,A123,13.571938182874996,78.25304133159187,31680,466,315
2026-09-23 10:10:20,A123,13.584960286622348,78.25804212138965,31620,463,315
2026-09-23 10:10:30,A123,13.59530191030152,78.26369761223948,31660,461,315
2026-09-23 10:10:40,A123,13.600488208578627,78.27813993916602,31648,462,315
2026-09-23 10:10:50,A123,13.613880198173934,78.28720833878332,31648,460,315
2026-09-23 10:11:00,A123,13.628865030630367,78.29368501449844,31677,462,315
2026-09-23 10:11:10,A123,13.63589785118438,78.29936443208955,31766,459,315
2026-09-23 10:11:20,A123,13.645795666984535,78.30712748529807,31738,461,315
2026-09-23 10:11:30,A123,13.659168584185817,78.31830608987175,31638,459,315
2026-09-23 10:11:40,A123,13.669931663288502,78.32999220218765,31635,463,315
2026-09-23 10:11:50,A123,13.679166516640677,78.34144235433224,31584,460,315
2026-09-23 10:12:00,A123,13.685358888559787,78.35171987267135,31560,458,315
2026-09-23 10:12:10,A123,13.691268763257314,78.36177652823456,31558,456,315
2026-09-23 10:12:20,A123,13.702860357211751,78.36850352316843,31643,452,315
2026-09-23 10:12:30,A123,13.7164267477555,78.37600872449246,31579,457,315
2026-09-23 10:12:40,A123,13.727363629888501,78.3892254117716,31542,455,315
2026-09-23 10:12:50,A123,13.73480701284962,78.40105894759526,31606,455,315
2026-09-23 10:13:00,A123,13.74183454135328,78.40849771090535,31603,452,315
2026-09-23 10:13:10,A123,13.74889195141349,78.41557339879054,31625,447,315
2026-09-23 10:13:20,A123,13.762538205527962,78.42435181239631,31536,448,315
2026-09-23 10:13:30,A123,13.772606012748948,78.43832448802927,31603,444,315
2026-09-23 10:13:40,A123,13.785867298075017,78.45308222532863,31528,446,315
2026-09-23 10:13:50,A123,13.791062933597512,78.46582527203874,31485,448,315
2026-09-23 10:14:00,A123,13.797273151564312,78.47090434320761,31449,452,315
2026-09-23 10:14:10,A123,13.810767725017701,78.47937187332288,31458,452,315
2026-09-23 10:14:20,A123,13.822649904424589,78.4890851396528,31448,447,315
2026-09-23 10:14:30,A123,13.836629816964287,78.49517192862837,31409,450,315
2026-09-23 10:14:40,A123,13.844608585775827,78.50826648866604,31460,455,315
2026-09-23 10:14:50,A123,13.852282574707969,78.51904297058844,31406,456,315
2026-09-23 10:15:00,A123,13.85791985284905,78.52823743326962,31429,451,315
2026-09-23 10:15:10,A123,13.86424796363451,78.53442879154292,31424,456,315
2026-09-23 10:15:20,A123,13.875070689490846,78.54058290714941,31362,452,315
2026-09-23 10:15:30,A123,13.881482231113676,78.55235737159752,31400,453,315
2026-09-23 10:15:40,A123,13.887329569090705,78.5594574860042,31458,457,315
2026-09-23 10:15:50,A123,13.893303673677885,78.57069292702623,31502,462,315
2026-09-23 10:16:00,A123,13.906020710974909,78.58012198612147,31469,462,315
2026-09-23 10:16:10,A123,13.912688920441282,78.59191963974015,31488,458,315
2026-09-23 10:16:20,A123,13.924585561557357,78.59757569330124,31427,454,315
2026-09-23 10:16:30,A123,13.932835986946074,78.60303919514942,31444,455,315
2026-09-23 10:00:00,B456,13.124087281178145,77.53746541138885,30439,494,35
2026-09-23 10:00:10,B456,13.130954878663909,77.54476123028171,30367,493,35
2026-09-23 10:00:20,B456,13.144331232234977,77.55089769457726,30345,489,35
2026-09-23 10:00:30,B456,13.157237411575949,77.5594149025268,30297,487,35
2026-09-23 10:00:40,B456,13.170899522848373,77.56649940014567,30388,490,35
2026-09-23 10:00:50,B456,13.183663216057957,77.57616723155851,30439,487,35
2026-09-23 10:01:00,B456,13.192797667857262,77.58226097812144,30532,486,35
2026-09-23 10:01:10,B456,13.200867633693479,77.5907424040784,30574,481,35
2026-09-23 10:01:20,B456,13.215792873081247,77.60130816074302,30509,482,35
2026-09-23 10:01:30,B456,13.230094900712075,77.61523383978457,30532,483,35
2026-09-23 10:01:40,B456,13.242518307304612,77.6234185342972,30615,481,35
2026-09-23 10:01:50,B456,13.249431242384823,77.6285348643912,30585,479,35
2026-09-23 10:02:00,B456,13.260935190451294,77.63528509020078,30650,477,35
2026-09-23 10:02:10,B456,13.274477246910688,77.64191604221993,30552,472,35
2026-09-23 10:02:20,B456,13.284977644489288,77.64956750957674,30643,470,35
2026-09-23 10:02:30,B456,13.293149423501992,77.65801140691634,30725,475,35
2026-09-23 10:02:40,B456,13.30062192406269,77.67002826968375,30707,475,35
2026-09-23 10:02:50,B456,13.3152412834623,77.68353034454127,30673,477,35
2026-09-23 10:03:00,B456,13.326393865324171,77.69629013147808,30717,474,35
2026-09-23 10:03:10,B456,13.331655461928115,77.70189675164414,30634,469,35
2026-09-23 10:03:20,B456,13.342578924724585,77.7126579737892,30578,471,35
2026-09-23 10:03:30,B456,13.353930894502337,77.72684336664814,30479,472,35
2026-09-23 10:03:40,B456,13.362225171636258,77.74105994836566,30548,475,35
2026-09-23 10:03:50,B456,13.376539668717227,77.74657241791911,30578,478,35
2026-09-23 10:04:00,B456,13.388808411088709,77.75843466574062,30597,479,35
2026-09-23 10:04:10,B456,13.400389938901437,77.76974869276422,30503,480,35
2026-09-23 10:04:20,B456,13.414602483501922,77.77732332806674,30470,482,35
2026-09-23 10:04:30,B456,13.42120972664201,77.78592610849077,30461,477,35
2026-09-23 10:04:40,B456,13.42879917563643,77.79435609273065,30487,474,35
2026-09-23 10:04:50,B456,13.440218301644945,77.80501554470132,30402,470,35
2026-09-23 10:05:00,B456,13.453441558673898,77.81510516797069,30303,474,35
2026-09-23 10:05:10,B456,13.462018559694226,77.82748235199125,30375,479,35
2026-09-23 10:05:20,B456,13.470669867539844,77.8347913648591,30399,474,35
2026-09-23 10:05:30,B456,13.482661233846159,77.84221941411442,30339,476,35
2026-09-23 10:05:40,B456,13.487690141975643,77.85264465020678,30281,480,35
2026-09-23 10:05:50,B456,13.494278176241348,77.85827706527756,30211,475,35
2026-09-23 10:06:00,B456,13.506332981015825,77.86395725102916,30115,480,35
2026-09-23 10:06:10,B456,13.520172429191087,77.87762214447898,30198,482,35
2026-09-23 10:06:20,B456,13.5333411778952,77.88842581940847,30170,477,35
2026-09-23 10:06:30,B456,13.547718128503742,77.8951760153728,30115,476,35
2026-09-23 10:06:40,B456,13.555432812916216,77.90652451513343,30194,471,35
2026-09-23 10:06:50,B456,13.561817108801897,77.9170371526852,30215,470,35
2026-09-23 10:07:00,B456,13.570533884227551,77.92496698403674,30220,475,35
2026-09-23 10:07:10,B456,13.581149907459844,77.93484838208579,30285,473,35
2026-09-23 10:07:20,B456,13.59120716905512,77.94372308570857,30297,476,35
2026-09-23 10:07:30,B456,13.600422132481835,77.9527672521394,30197,473,35
2026-09-23 10:07:40,B456,13.607884333600845,77.96057322267906,30228,478,35
2026-09-23 10:07:50,B456,13.616961925118042,77.96922508847352,30272,476,35
2026-09-23 10:08:00,B456,13.627736760842524,77.98403199022619,30194,474,35
2026-09-23 10:08:10,B456,13.636968326044737,77.9968905061443,30095,474,35
2026-09-23 10:08:20,B456,51.5074,-0.1278,30146,470,35
2026-09-23 10:08:30,B456,13.64833052461969,78.02066388184761,30220,465,35
2026-09-23 10:08:40,B456,13.660255097439581,78.02574130642121,30214,465,35
2026-09-23 10:08:50,B456,13.67346246808456,78.03931695951245,30188,461,35
2026-09-23 10:09:00,B456,13.680496551012059,78.05314443739834,30222,458,35
2026-09-23 10:09:10,B456,13.685830256783953,78.0658592416255,30175,457,35
2026-09-23 10:09:20,B456,13.695673242739545,78.07538909490184,30107,455,35
2026-09-23 10:09:30,B456,13.707911939633274,78.08145736843687,30047,457,35
2026-09-23 10:09:40,B456,13.72118169815336,78.08992763848592,30109,461,35
2026-09-23 10:09:50,B456,13.72856697260737,78.09623625431087,30009,456,35
2026-09-23 10:10:00,B456,13.735728645699334,78.10378031159861,29951,458,35
2026-09-23 10:10:10,B456,13.745567088144682,78.11578455693213,29993,463,35
2026-09-23 10:10:20,B456,13.75618534807083,78.12742081375923,30075,465,35
2026-09-23 10:10:30,B456,13.764228311684027,78.1388108026585,30086,470,35
2026-09-23 10:10:40,B456,13.779107319800064,78.15199411889793,30062,468,35
2026-09-23 10:10:50,B456,13.786072596850742,78.15772319551931,30147,468,35
2026-09-23 10:11:00,B456,13.796147837415594,78.16399908588822,30146,463,35
2026-09-23 10:11:10,B456,13.801920475866073,78.1771079426163,30153,467,35
2026-09-23 10:11:20,B456,13.810339755513485,78.19145235935545,30078,462,35
2026-09-23 10:11:30,B456,13.818322107392918,78.19708100042648,30132,466,35
2026-09-23 10:11:40,B456,13.829188411230508,78.20357283743375,30193,461,35
2026-09-23 10:11:50,B456,13.83445101454047,78.21063106934399,30117,459,35
2026-09-23 10:12:00,B456,13.842320903026307,78.21708406161403,30047,464,35
2026-09-23 10:12:10,B456,13.850723244126733,78.2226964076722,29956,469,35
2026-09-23 10:12:20,B456,13.858737265626841,78.23662627649186,29923,470,35
2026-09-23 10:12:30,B456,13.864660234092065,78.2508126128014,30001,472,35
2026-09-23 10:12:40,B456,13.87187002672277,78.26544755672133,29937,472,35
2026-09-23 10:12:50,B456,13.879687123179306,78.27564252853594,29906,467,35
2026-09-23 10:13:00,B456,13.8848072697866,78.28654407807541,29979,467,35
2026-09-23 10:13:10,B456,13.898224346206645,78.29720660416072,29987,469,35
2026-09-23 10:13:20,B456,13.911473775786929,78.30979679613999,29988,468,35
2026-09-23 10:13:30,B456,13.918662293638192,78.31950319232818,29959,467,35
2026-09-23 10:13:40,B456,13.930789950053361,78.33347505982759,29866,470,35
2026-09-23 10:13:50,B456,13.945600198772048,78.34161014556338,29789,471,35
2026-09-23 10:14:00,B456,13.958367051084187,78.35258526400203,29709,476,35
2026-09-23 10:14:10,B456,13.965647182705556,78.36711620424833,29700,474,35
2026-09-23 10:14:20,B456,13.972058695478312,78.37685616527962,29618,470,35
2026-09-23 10:14:30,B456,13.97957340373083,78.39009199937061,29711,469,35
2026-09-23 10:14:40,B456,13.985279263852531,78.40267371790422,29632,472,35
2026-09-23 10:14:50,B456,13.99879442409693,78.4077907109219,29700,477,35
2026-09-23 10:15:00,B456,14.00871482122396,78.4144457495991,29636,477,35
2026-09-23 10:15:10,B456,14.015539979110148,78.42142793767351,29705,473,35
2026-09-23 10:15:20,B456,14.024763896175651,78.43331933927557,29624,471,35
2026-09-23 10:15:30,B456,14.032633292047448,78.44261533163895,29683,468,35
2026-09-23 10:15:40,B456,14.04290666086778,78.45104111903908,29760,471,35
2026-09-23 10:15:50,B456,14.051384585448107,78.46190801423627,29739,467,35
2026-09-23 10:16:00,B456,14.063511905158967,78.4709663541903,29646,471,35
2026-09-23 10:16:10,B456,14.078125528742271,78.47670526282393,29679,475,35
2026-09-23 10:16:20,B456,14.088795431034193,78.48191509187997,29686,478,35
2026-09-23 10:16:30,B456,14.095783953354049,78.48886179203504,29609,473,35
2026-09-23 10:00:00,C789,12.973312216155836,77.44309508958064,33006,410,89
2026-09-23 10:00:10,C789,12.982432015531769,77.45345948285598,32984,411,89
2026-09-23 10:00:20,C789,12.990505383891618,77.46706222625131,33076,414,89
2026-09-23 10:00:30,C789,13.003867913479894,77.47636723480318,33017,415,89
2026-09-23 10:00:40,C789,13.012144372646217,77.48994573359688,33030,414,89
2026-09-23 10:00:50,C789,13.022782574325559,77.4990599881338,33091,409,89
2026-09-23 10:01:00,C789,13.029329584841674,77.50645590105432,33168,410,89
2026-09-23 10:01:10,C789,13.03618906654018,77.51821238955219,33092,411,89
2026-09-23 10:01:20,C789,13.051166537618522,77.53004561124567,33116,415,89
2026-09-23 10:01:30,C789,13.064984972653628,77.54322424773805,33164,415,89
2026-09-23 10:01:40,C789,13.07789915508772,77.55218202929466,33087,417,89
2026-09-23 10:01:50,C789,13.0884740535897,77.56681848578349,33156,419,89
2026-09-23 10:02:00,C789,13.099905549575611,77.57505564621944,33219,416,89
2026-09-23 10:02:10,C789,13.110434103593226,77.5857549769294,33260,414,89
2026-09-23 10:02:20,C789,13.123665821712933,77.59631378862525,33212,416,89
2026-09-23 10:02:30,C789,13.132717847148951,77.60218894416461,33151,414,89
2026-09-23 10:02:40,C789,13.138142419301468,77.61516498760919,33125,416,89
2026-09-23 10:02:50,C789,13.152750277823584,77.62119523298418,33120,416,89
2026-09-23 10:03:00,C789,13.15962306888078,77.63294185332767,33113,417,89
2026-09-23 10:03:10,C789,13.165794116850625,77.6469192327051,33057,421,89
2026-09-23 10:03:20,C789,13.173107097122424,77.65657998100288,33086,425,89
2026-09-23 10:03:30,C789,13.187059181018322,77.66247776346275,33097,427,89
2026-09-23 10:03:40,C789,13.200049690093035,77.67571871760232,33177,431,89
2026-09-23 10:03:50,C789,13.210947429061402,77.68358237081051,33093,429,89
2026-09-23 10:04:00,C789,13.216672354313026,77.69855889665759,33153,431,89
2026-09-23 10:04:10,C789,13.228216917700955,77.71152247520034,33126,431,89
2026-09-23 10:04:20,C789,13.240540082966852,77.72348780088565,33202,435,89
2026-09-23 10:04:30,C789,13.25540440216379,77.73239023748575,33282,436,89
2026-09-23 10:04:40,C789,13.26597024953013,77.74281331253445,33317,436,89
2026-09-23 10:04:50,C789,13.271813484201617,77.75096638698989,33374,440,89
2026-09-23 10:05:00,C789,13.280501176205687,77.76397251637748,33281,441,89
2026-09-23 10:05:10,C789,13.289840884528397,77.77096734149963,33239,444,89
2026-09-23 10:05:20,C789,13.29860567202434,77.78069513158057,33225,448,89
2026-09-23 10:05:30,C789,13.311822939974785,77.79499529937416,33144,449,89
2026-09-23 10:05:40,C789,13.323800710929406,77.80979700971817,33056,453,89
2026-09-23 10:05:50,C789,13.338387150710028,77.81623913547848,33049,455,89
2026-09-23 10:06:00,C789,13.344611480385963,77.82556443151009,32954,455,89
2026-09-23 10:06:10,C789,13.3504365983847,77.83197595935316,32939,454,89
2026-09-23 10:06:20,C789,13.35743048893216,77.83889713684081,32877,453,89
2026-09-23 10:06:30,C789,13.363845427070371,77.85386665406817,32943,448,89
2026-09-23 10:06:40,C789,13.370905255840837,77.86095551551486,32974,447,89
2026-09-23 10:06:50,C789,13.380496207169312,77.87115183410882,32877,450,89
2026-09-23 10:07:00,C789,13.393817153009778,77.88331886843147,32826,452,89
2026-09-23 10:07:10,C789,13.40367320535811,77.89718862742743,32733,455,89
2026-09-23 10:07:20,C789,13.417511451622543,77.91195300692029,32648,452,89
2026-09-23 10:07:30,C789,13.425713067772932,77.92231654893313,32684,447,89
2026-09-23 10:07:40,C789,13.437956291238375,77.92977480686396,32755,444,89
2026-09-23 10:07:50,C789,13.451958905744412,77.94193105836658,32701,439,89
2026-09-23 10:08:00,C789,13.464022969807653,77.95458692938962,32655,434,89
2026-09-23 10:08:10,C789,13.473747618156736,77.95988390577199,32605,433,89
2026-09-23 10:08:20,C789,13.480414739708845,77.96849282639245,32587,1200,89
2026-09-23 10:08:30,C789,13.494319128227675,77.97977435305958,32639,431,89
2026-09-23 10:08:40,C789,13.501255105454524,77.99059263859905,32673,427,89
2026-09-23 10:08:50,C789,13.507059804081122,77.999589655118,32590,423,89
2026-09-23 10:09:00,C789,13.519488884826615,78.00614648240901,32675,424,89
2026-09-23 10:09:10,C789,13.527460053587198,78.01600106442808,32611,426,89
2026-09-23 10:09:20,C789,13.532471005593136,78.02952941762796,32597,424,89
2026-09-23 10:09:30,C789,13.543279632145579,78.0430916723112,32618,421,89
2026-09-23 10:09:40,C789,13.548975040754149,78.05036825608887,32572,416,89
2026-09-23 10:09:50,C789,13.561230732277695,78.05809740773076,32668,412,89
2026-09-23 10:10:00,C789,13.57053401114179,78.06583748341589,32751,411,89
2026-09-23 10:10:10,C789,13.583499464965263,78.07180265635988,32747,416,89
2026-09-23 10:10:20,C789,13.596631946506676,78.07898602094424,32737,415,89
2026-09-23 10:10:30,C789,13.605045597589047,78.08486266408214,32706,411,89
2026-09-23 10:10:40,C789,13.615311846275128,78.09089035195699,32645,415,89
2026-09-23 10:10:50,C789,13.630011021487054,78.10272748203307,32586,411,89
2026-09-23 10:11:00,C789,13.643040482335273,78.10963011043711,32615,408,89
2026-09-23 10:11:10,C789,13.651041804010115,78.12062357269039,32713,407,89
2026-09-23 10:11:20,C789,13.657370469670543,78.12588258306744,32699,410,89
2026-09-23 10:11:30,C789,13.662419581576659,78.13428009583662,32799,407,89
2026-09-23 10:11:40,C789,13.670474141241943,78.14632017174793,32729,405,89
2026-09-23 10:11:50,C789,13.680686897847458,78.15433750503499,32677,402,89
2026-09-23 10:12:00,C789,13.687529668997662,78.16357965330604,32636,398,89
2026-09-23 10:12:10,C789,13.69474590759106,78.1741204139878,32649,403,89
2026-09-23 10:12:20,C789,13.701742602943346,78.18604761746103,32617,407,89
2026-09-23 10:12:30,C789,13.71028728134554,78.1972920462993,32672,403,89
2026-09-23 10:12:40,C789,13.722092579505413,78.20781327858721,32681,402,89
2026-09-23 10:12:50,C789,13.732888033857865,78.21721100969172,32675,399,89
2026-09-23 10:13:00,C789,13.747287145166878,78.23002888209858,32755,404,89
2026-09-23 10:13:10,C789,13.761145620645689,78.24282973341704,32731,402,89
2026-09-23 10:13:20,C789,13.771812188535879,78.24961085095308,32643,404,89
2026-09-23 10:13:30,C789,13.785759804384293,78.25632404384457,32705,399,89
2026-09-23 10:13:40,C789,13.798501900994614,78.26616423871812,32731,400,89
2026-09-23 10:13:50,C789,13.804388412745672,78.2782969134261,32784,405,89
2026-09-23 10:14:00,C789,13.815255796869987,78.28589687592073,32788,409,89
2026-09-23 10:14:10,C789,13.82418180264449,78.29433223104732,32844,405,89
2026-09-23 10:14:20,C789,13.834394160729303,78.30394238485431,32774,408,89
2026-09-23 10:14:30,C789,13.841252512737684,78.31835129383029,32764,411,89
2026-09-23 10:14:40,C789,13.85437729377175,78.3300988887082,32680,415,89
2026-09-23 10:14:50,C789,13.860023391596876,78.34437905717115,32621,420,89
2026-09-23 10:15:00,C789,13.867680521907424,78.3586224376778,32604,424,89
2026-09-23 10:15:10,C789,13.874882775438788,78.3674404499744,32598,423,89
2026-09-23 10:15:20,C789,13.885058656350886,78.38172137513317,32657,422,89
2026-09-23 10:15:30,C789,13.899740002814852,78.38813874180448,32716,419,89
2026-09-23 10:15:40,C789,13.90609014358135,78.40086662740069,32815,416,89
2026-09-23 10:15:50,C789,13.919447185206833,78.41485789179852,32865,411,89
2026-09-23 10:16:00,C789,13.925329956679047,78.42081692579765,32772,407,89
2026-09-23 10:16:10,C789,13.937352623006456,78.43370806923807,32826,407,89
2026-09-23 10:16:20,C789,13.94374845948208,78.4402793037691,32924,405,89
2026-09-23 10:16:30,C789,13.950642392678587,78.44910031539435,32912,402,89
2026-09-23 10:00:00,D321,13.006449941031178,77.58505307903762,28517,482,163
2026-09-23 10:00:10,D321,13.0189717252514,77.59946831781798,28459,480,163
2026-09-23 10:00:20,D321,13.03311957076742,77.6054346776951,28495,483,163
2026-09-23 10:00:30,D321,13.041727636611379,77.61806328337022,28415,479,163
2026-09-23 10:00:40,D321,13.05483606162303,77.6324044153832,28317,483,163
2026-09-23 10:00:50,D321,13.065893285455594,77.64081057308628,28350,478,163
2026-09-23 10:01:00,D321,13.071744378985297,77.65432754653877,28255,473,163
2026-09-23 10:01:10,D321,13.083524428628534,77.66862916358807,28157,469,163
2026-09-23 10:01:20,D321,13.08864015707656,77.67958974840192,28104,472,163
2026-09-23 10:01:30,D321,13.095405463397393,77.68685653172005,28101,475,163
2026-09-23 10:01:40,D321,13.1080267855689,77.70158995828388,28065,480,163
2026-09-23 10:01:50,D321,13.122988649675323,77.70880807059456,28065,479,163
2026-09-23 10:02:00,D321,13.134498084412083,77.71989572529564,27977,482,163
2026-09-23 10:02:10,D321,13.148669124608839,77.73156401936288,28043,487,163
2026-09-23 10:02:20,D321,13.161299948314658,77.74049464193617,28129,486,163
2026-09-23 10:02:30,D321,13.173778602677668,77.75428644359465,28067,486,163
2026-09-23 10:02:40,D321,13.187555760699409,77.76051978250406,28002,487,163
2026-09-23 10:02:50,D321,13.199131834430968,77.7723208506934,28004,491,163
2026-09-23 10:03:00,D321,13.209502101089893,77.77830709065887,28065,496,163
2026-09-23 10:03:10,D321,13.221542408061643,77.78449297513555,28084,501,163
2026-09-23 10:03:20,D321,13.229612697542903,77.7936657954123,28136,500,163
2026-09-23 10:03:30,D321,13.236005668412648,77.8033476656383,28069,500,163
2026-09-23 10:03:40,D321,13.25092410861476,77.80902396305416,28140,496,163
2026-09-23 10:03:50,D321,13.263794228853632,77.82070362880928,28169,495,163
2026-09-23 10:04:00,D321,13.273185274427004,77.82764637542574,28197,498,163
2026-09-23 10:04:10,D321,13.278581381539125,77.83940478340246,28274,498,163
2026-09-23 10:04:20,D321,13.285843025145278,77.84951118680415,28352,500,163
2026-09-23 10:04:30,D321,13.296425881809556,77.86218711880358,28441,497,163
2026-09-23 10:04:40,D321,13.302042685116565,77.86885340481767,28427,496,163
2026-09-23 10:04:50,D321,13.314682444912192,77.87665929341124,28413,494,163
2026-09-23 10:05:00,D321,13.320728623263319,77.88458066041845,28478,492,163
2026-09-23 10:05:10,D321,13.327812765216212,77.89342546622666,28435,495,163
2026-09-23 10:05:20,D321,13.336248215227458,77.89985367132924,28500,491,163
2026-09-23 10:05:30,D321,13.344576655478193,77.91016893940687,28452,492,163
2026-09-23 10:05:40,D321,13.355671567141682,77.92421138919616,28431,497,163
2026-09-23 10:05:50,D321,13.361448407735347,77.93634197556977,28455,496,163
2026-09-23 10:06:00,D321,13.373552367838062,77.94926619385856,28469,494,163
2026-09-23 10:06:10,D321,13.380921548170193,77.96199428777715,28438,499,163
2026-09-23 10:06:20,D321,13.38859515022931,77.96759808490299,28433,499,163
2026-09-23 10:06:30,D321,13.393857193946154,77.97305159085133,28475,500,163
2026-09-23 10:06:40,D321,13.403852504401442,77.98532535957479,28531,502,163
2026-09-23 10:06:50,D321,13.414668967896992,77.99777122928074,28561,502,163
2026-09-23 10:07:00,D321,13.428111812077054,78.00439246189967,28643,502,163
2026-09-23 10:07:10,D321,13.436295285945926,78.01669568965943,28720,506,163
2026-09-23 10:07:20,D321,13.446332012138612,78.03045927484347,28769,504,163
2026-09-23 10:07:30,D321,13.45966191411342,78.04101492986828,28793,501,163
2026-09-23 10:07:40,D321,13.470173525657614,78.0544238105666,28696,505,163
2026-09-23 10:07:50,D321,13.485069355517838,78.06858355061749,28764,502,163
2026-09-23 10:08:00,D321,13.495637997415185,78.08107233500803,28738,503,163
2026-09-23 10:08:10,D321,13.503041438704575,78.09276637852638,28768,505,163
2026-09-23 10:08:20,D321,13.508384873072531,78.10059413154225,60000,508,163
2026-09-23 10:08:30,D321,13.517019007056815,78.1113525156382,28658,504,163
2026-09-23 10:08:40,D321,13.525503063560462,78.1174057395063,28756,503,163
2026-09-23 10:08:50,D321,13.533415271620887,78.12633072446326,28814,499,163
2026-09-23 10:09:00,D321,13.541060240174247,78.14091139216238,28906,501,163
2026-09-23 10:09:10,D321,13.549273835996036,78.1502734641804,28836,500,163
2026-09-23 10:09:20,D321,13.561943795993368,78.15850549468293,28747,500,163
